property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,price_per_sqft,price,floor_number
 Industrial Building for Sale in Udhana Surat,Super Area,1280.0,Unknown,Ready to Move,Resale,Unknown,Unknown,15625.0,50.9,5.0
 Industrial Building for Sale in Kim Surat,Super Area,50.0,Unknown,Ready to Move,Resale,Unknown,Unknown,1400.0,50.9,5.0
7 BHK  House for Sale in Parley Point Surat,Super Area,320.0,Furnished,Ready to Move,Resale,7,Unknown,24306.0,50.9,5.0
"4 BHK Apartment for Sale in Swagat Rasik Villa, Vesu Surat",Carpet Area,2850.0,Resale,Ready to Move,11 out of 13,Furnished,South -West,6510.0,50.9,11.0
  Shop for Sale in Godadara Surat,Carpet Area,4400.0,New Property,Ready to Move,2 out of 4,Unknown,Unknown,5682.0,50.9,2.0
"4 BHK Apartment for Sale in Celebrity Green, Vesu Surat",Carpet Area,3100.0,New Property,Ready to Move,10 out of 12,Unfurnished,North,7948.0,50.9,10.0
"5 BHK Villa for Sale in Gayatri Township, Parvat Patiya Surat",Carpet Area,3300.0,Furnished,Ready to Move,Resale,East,"Garden/Park, Main Road",4369.0,50.9,5.0
  Land for Sale in Katar Gam Surat,Built Area,2500.0,Unknown,Resale,Unknown,Unknown,Unknown,14200.0,50.9,5.0
"5 BHK Apartment for Sale in Ravani Dream Palace, Vesu Surat",Carpet Area,5300.0,Resale,Ready to Move,11 out of 11,Unfurnished,East,10074.0,50.9,11.0
4 BHK  House for Sale in Magdalla Surat,Carpet Area,5500.0,Resale,Ready to Move,Ground out of 2,Furnished,Garden/Park,4691.5,50.9,2.0
4 BHK  House for Sale in Shanti Sagar Society - Pal Surat,Super Area,2100.0,Resale,Ready to Move,2 out of 3,Semi-Furnished,4,7857.0,50.9,2.0
"4 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",Super Area,3215.0,Resale,Ready to Move,12 out of 12,Unfurnished,East,5910.0,50.9,12.0
  Plot/Land for Sale in Piplod Surat,Plot Area,4410.0,Unknown,Resale,No,Unknown,Unknown,6803.0,50.9,5.0
  Plot/Land for Sale in Adajan Surat,Plot Area,5400.0,3,Co-operative Society,Resale,Unknown,Garden/Park,12222.0,50.9,5.0
  Office Space for Sale in Khatodra Wadi Surat,Super Area,6000.0,Unknown,Ready to Move,Resale,Unknown,Unknown,8333.0,50.9,5.0
  Plot/Land for Sale in Sagrampura Surat,Plot Area,1359.0,No,Resale,5,Unknown,Unknown,14349.0,50.9,5.0
4 BHK  House for Sale in Mahidhar Pur Surat,Carpet Area,1000.0,Resale,Ready to Move,4 out of 4,Unfurnished,East,50000.0,50.9,4.0
"5 BHK Apartment for Sale in Aagam Paramount, Vesu Surat",Carpet Area,2400.0,Resale,Ready to Move,13 out of 13,Unfurnished,East,5307.0,50.9,13.0
"4 BHK Apartment for Sale in aventis ofira, Bharthana Surat",Super Area,3882.0,Unfurnished,4 out of 11,Resale,Main Road,aventis ofira,7032.0,50.9,5.0
5 BHK  House for Sale in Katargam Surat,Super Area,268.0,Resale,Ready to Move,Ground out of 3,Unfurnished,5,8292.0,50.9,3.0
"5 BHK  House for Sale in Vatsalya Bungalows, Vesu Surat",Super Area,186.0,Vatsalya Bungalows,Ready to Move,Resale,Unknown,Unknown,18578.0,50.9,5.0
8 BHK Villa for Sale in Palsana Surat,Super Area,2700.0,Unfurnished,Ready to Move,Resale,4,Unknown,7407.0,50.9,5.0
"4 BHK Apartment for Sale in Samarth Enclave, Vesu Surat",Super Area,3020.0,Resale,Ready to Move,11 out of 11,Unfurnished,Samarth Enclave,5464.0,50.9,11.0
 Industrial Land for Sale in Sachin Surat,Built Area,8140.0,Unknown,Resale,Unknown,Unknown,Unknown,4607.0,50.9,5.0
4 BHK Villa for Sale in Varachha Main Road Surat,Carpet Area,3200.0,Furnished,Ready to Move,Resale,Unknown,Unknown,12500.0,50.9,5.0
"4 BHK Apartment for Sale in Aakash Enjoy, Vesu Surat",Carpet Area,2400.0,Resale,Ready to Move,6 out of 11,Furnished,West,6026.0,50.9,6.0
3 BHK  House for Sale in Jahangir Pura Surat,Carpet Area,900.0,Resale,Ready to Move,1 out of 3,Unfurnished,Freehold,17500.0,50.9,1.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3780.0,Unfurnished,7 out of 13,New Property,South -West,"Garden/Park, Pool, Main Road",5741.0,50.9,5.0
 Industrial Building for Sale in Udhana Surat,Super Area,1924.0,Unknown,Ready to Move,Resale,Unknown,Unknown,5775.0,50.9,5.0
4 BHK  House for Sale in Mota Varachha Surat,Super Area,1060.0,Resale,Ready to Move,Ground out of 3,Furnished,5,18868.0,50.9,3.0
  Plot/Land for Sale in Daiman Nagar Surat,Plot Area,17100.0,Unknown,Freehold,New Property,Unknown,Unknown,906.0,50.9,5.0
4 BHK Apartment for Sale in Pal Surat,Carpet Area,2154.0,Resale,Ready to Move,4 out of 13,Unfurnished,4,6536.0,50.9,4.0
  Office Space for Sale in Citylight Surat,Super Area,2350.0,Resale,Ready to Move,3 out of 7,3,Unknown,10638.0,50.9,3.0
"5 BHK Villa for Sale in Green Valley, Adajan Surat",Carpet Area,1912.0,Unfurnished,Ready to Move,Resale,Green Valley,4,7500.0,50.9,5.0
5 BHK  House for Sale in All hindu Locality Surat,Super Area,110.0,Unknown,Ready to Move,Resale,Unknown,Unknown,20202.0,50.9,5.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3876.0,Resale,Ready to Move,4 out of 11,Unfurnished,4,6000.0,50.9,4.0
"5 BHK Apartment for Sale in Expressions, VIP Road Surat",Super Area,9450.0,New Property,Ready to Move,5 out of 11,Unfurnished,East,5291.0,50.9,5.0
2 BHK  House for Sale in Bhagal Surat,Super Area,2500.0,Resale,Ready to Move,Ground out of 6,Unfurnished,Unknown,24000.0,50.9,6.0
"4 BHK Villa for Sale in Aakruti Bungalows, Vesu Surat",Carpet Area,2150.0,Unfurnished,Ready to Move,Resale,West,Garden/Park,5380.0,50.9,5.0
  Office Space for Sale in Nanpura Surat,Super Area,2000.0,Resale,Ready to Move,Ground out of 1,Unknown,Unknown,15000.0,50.9,1.0
 Industrial Shed for Sale in Khatodra Wadi Surat,Super Area,2200.0,Unknown,Ready to Move,Resale,Unknown,Unknown,27778.0,50.9,5.0
"4 BHK Apartment for Sale in Celebrity Green, Vesu Surat",Super Area,3124.0,Resale,Ready to Move,10 out of 13,Furnished,East,9923.0,50.9,10.0
"3 BHK Apartment for Sale in Pramukh Vivanta, Vesu Surat",Carpet Area,1430.0,Resale,Ready to Move,12 out of 12,Furnished,"Garden/Park, Pool, Main Road",5962.0,50.9,12.0
"4 BHK Apartment for Sale in Happy Home Capital Greens, Vesu Surat",Carpet Area,2100.0,Resale,Ready to Move,10 out of 12,Furnished,Happy Home Capital Greens,9781.0,50.9,10.0
3 BHK Villa for Sale in Haldharu Surat,Super Area,1500.0,Unfurnished,Ready to Move,Resale,3,Unknown,11000.0,50.9,5.0
5 BHK Villa for Sale in Vesu Surat,Carpet Area,4500.0,Unfurnished,Ready to Move,Resale,East,Garden/Park,5200.0,50.9,5.0
8 BHK  House for Sale in Parvat Patiya Surat,Super Area,4500.0,Resale,Ready to Move,Ground out of 2,Semi-Furnished,4,5556.0,50.9,2.0
7 BHK Villa for Sale in Sarthana Jakat Naka Surat,Super Area,6200.0,6,Resale,Furnished,Unknown,Unknown,5645.0,50.9,5.0
"4 BHK Apartment for Sale in Rajgreen Vanilla Sky, Vesu Surat",Carpet Area,2835.0,New Property,Ready to Move,10 out of 13,Unfurnished,West,6317.0,50.9,10.0
"3 BHK Apartment for Sale in The Ultima, Vesu Surat",Carpet Area,2350.0,Resale,Ready to Move,10 out of 12,Unfurnished,West,6200.0,50.9,10.0
"4 BHK Apartment for Sale in Happy Astoria, Vesu Surat",Carpet Area,1660.0,Resale,Poss. by Jan '25,5 out of 13,Unfurnished,East,5236.0,50.9,5.0
"3 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",Carpet Area,1400.0,Resale,Ready to Move,11 out of 12,Unfurnished,"Garden/Park, Pool, Main Road",6000.0,50.9,11.0
5 BHK  House for Sale in Shanti Palace Surat,Super Area,128.0,Resale,Ready to Move,Upper Basement out of 3,Semi-Furnished,5,13108.0,50.9,3.0
"4 BHK Apartment for Sale in Harmony, Vesu Surat",Carpet Area,2550.0,Resale,Ready to Move,5 out of 9,Furnished,Harmony,4691.5,50.9,5.0
"6 BHK Apartment for Sale in Marion Residency, Dumas Road Surat",Carpet Area,2500.0,New Property,Ready to Move,8 out of 12,Semi-Furnished,East,5020.0,50.9,8.0
4 BHK  House for Sale in Adajan Surat,Carpet Area,1710.0,Resale,Ready to Move,1 out of 1,Unfurnished,4,16082.0,50.9,1.0
"  Shop for Sale in Zenon, Ring Road Surat",Carpet Area,612.0,Resale,Ready to Move,Ground out of 4,Unknown,Unknown,16340.0,50.9,4.0
 Industrial Land for Sale in Kim Char Rasta Surat,Built Area,100800.0,Unknown,New Property,Unknown,Unknown,Unknown,1488.0,50.9,5.0
"5 BHK Apartment for Sale in Shaligram The Emerald, Vesu Surat",Carpet Area,1800.0,Resale,Poss. by Jul '25,12 out of 12,Unfurnished,Shaligram The Emerald,5587.0,50.9,12.0
6 BHK  House for Sale in Jahangir Pur Surat,Super Area,3800.0,6,Ready to Move,Resale,Unknown,Unknown,4474.0,50.9,5.0
"5 BHK Villa for Sale in Vatsalya Bungalows, Vesu Surat",Carpet Area,1503.0,Semi-Furnished,Ready to Move,Resale,Vatsalya Bungalows,3,6240.0,50.9,5.0
3 BHK Villa for Sale in Althan Surat,Super Area,1935.0,3,Ready to Move,Resale,Unknown,Unknown,18088.0,50.9,5.0
10 BHK  House for Sale in Udhna Surat,Super Area,7000.0,Resale,Ready to Move,Ground out of 3,Unfurnished,6,4643.0,50.9,3.0
  Plot/Land for Sale in Akshardeep society katargam Surat,Plot Area,650.0,Unknown,Resale,Yes,Unknown,Unknown,84769.0,50.9,5.0
  Plot/Land for Sale in Krishna plots Piplod surat Surat,Plot Area,4410.0,Unknown,Resale,Yes,Unknown,Unknown,20408.0,50.9,5.0
4 BHK Villa for Sale in Adajan Surat,Carpet Area,1800.0,Unfurnished,Ready to Move,Resale,West,"Garden/Park, Main Road",12550.0,50.9,5.0
"3 BHK Apartment for Sale in Blu Life, Pal Gam Surat",Super Area,2530.0,Resale,Ready to Move,2 out of 11,Unfurnished,East,5968.0,50.9,2.0
2 BHK  House for Sale in Adajan Surat,Super Area,390.0,Resale,Ready to Move,1 out of 1,Unfurnished,Unknown,349.0,50.9,1.0
  Shop for Sale in Piplod Surat,Super Area,4438.0,Resale,Ready to Move,2 out of 3,Unknown,Unknown,8000.0,50.9,2.0
4 BHK Villa for Sale in Udhna Surat,Super Area,1650.0,Furnished,Ready to Move,Resale,Main Road,4,11515.0,50.9,5.0
  Shop for Sale in Mota Varachha Surat,Super Area,2650.0,Resale,Ready to Move,Ground out of 2,Unknown,Unknown,12264.0,50.9,2.0
  Showroom for Sale in Ram Nagar Surat,Carpet Area,600.0,Resale,Ready to Move,Ground out of 1,Unknown,Unknown,35000.0,50.9,1.0
  Land for Sale in Pasodara Surat,Built Area,5733.0,Unknown,Resale,Unknown,Unknown,Unknown,11512.0,50.9,5.0
3 BHK  House for Sale in Jahangirabad Surat,Super Area,1600.0,Resale,Ready to Move,Ground out of 2,Semi-Furnished,4,14062.0,50.9,2.0
"5 BHK  House for Sale in Atithi Western Oasis, Adajan Surat",Carpet Area,2700.0,Semi-Furnished,Ready to Move,Resale,East,"Garden/Park, Main Road",6605.0,50.9,5.0
4 BHK Villa for Sale in Citylight Area Surat,Carpet Area,125.0,Furnished,Ready to Move,Resale,3,Unknown,135185.0,50.9,5.0
3 BHK  House for Sale in tusli niketan society Surat,Carpet Area,225.0,Furnished,Ready to Move,Resale,Unknown,Unknown,166667.0,50.9,5.0
  Land for Sale in Bardoli Surat,Built Area,302400.0,Unknown,New Property,Unknown,Unknown,Unknown,177.0,50.9,5.0
6 BHK Villa for Sale in Varachha Surat,Super Area,208.0,Semi-Furnished,Ready to Move,Resale,East,2 Covered,18697.0,50.9,5.0
"  Shop for Sale in Surya Plaza, Bhatar Surat",Super Area,750.0,Resale,Ready to Move,Ground out of 2,Unknown,Unknown,22800.0,50.9,2.0
  Shop for Sale in Varachha Main Road Surat,Super Area,1000.0,Resale,Ready to Move,Ground out of 3,Unknown,Unknown,22000.0,50.9,3.0
5 BHK Villa for Sale in Ghod Dod Road Surat,Built Area,2565.0,Unfurnished,Ready to Move,Resale,North,Freehold,19493.0,50.9,5.0
5 BHK  House for Sale in Gohod Dor Oad Surat,Carpet Area,2300.0,Resale,Ready to Move,Ground out of 1,Furnished,135 X,21740.0,50.9,1.0
  Office Space for Sale in Ring Road Surat,Super Area,2530.0,Resale,Ready to Move,1 out of 1,Unknown,Unknown,13834.0,50.9,1.0
7 BHK  House for Sale in Katargam Surat,Super Area,3500.0,Resale,Ready to Move,Ground out of 2,Semi-Furnished,3,10029.0,50.9,2.0
  Office Space for Sale in Station Road Surat,Carpet Area,3237.0,Resale,Ready to Move,7 out of 10,2 Covered,3,6179.0,50.9,7.0
 Industrial Building for Sale in Sachin GIDC Surat,Super Area,40.0,Unknown,Ready to Move,Resale,Unknown,Unknown,100928.0,50.9,5.0
"3 BHK Apartment for Sale in Milestone Aquatica, Dummas Road, Surat Surat",Super Area,3412.0,Resale,Ready to Move,4 out of 10,Furnished,West,5129.0,50.9,4.0
6 BHK  House for Sale in Adajan Surat,Carpet Area,245.0,Resale,Ready to Move,2 out of 3,Unfurnished,East,13379.0,50.9,2.0
4 BHK  House for Sale in Ring Road Surat,Carpet Area,1900.0,Resale,Ready to Move,Ground out of 2,Semi-Furnished,South -West,11842.0,50.9,2.0
4 BHK  House for Sale in Vesu Surat,Super Area,2900.0,Semi-Furnished,Ready to Move,Resale,1 Open,4,11379.0,50.9,5.0
  Office Space for Sale in Galemandi Surat,Super Area,25.0,"20 Covered,",Ready to Move,Resale,Unknown,Unknown,8000.0,50.9,5.0
4 BHK Villa for Sale in Piplod Surat,Super Area,145.0,Unfurnished,Ready to Move,Resale,Freehold,4,14943.0,50.9,5.0
"3 BHK Apartment for Sale in Valencia Apartments, Vesu Surat",Super Area,4500.0,Resale,Ready to Move,10 out of 10,Unfurnished,North - East,6889.0,50.9,10.0
 Industrial Shed for Sale in Khatodra Wadi Surat,Super Area,1008.0,Unknown,Ready to Move,Resale,Unknown,Unknown,24802.0,50.9,5.0
4 BHK  House for Sale in Rander Road Surat,Carpet Area,131.0,Resale,Ready to Move,2 out of 2,Unfurnished,131 X,152672.0,50.9,2.0
"4 BHK Apartment for Sale in Shreepad Anantta, Pal Surat",Super Area,3740.0,Resale,Ready to Move,8 out of 12,Semi-Furnished,East,7219.0,50.9,8.0
4 BHK  House for Sale in Piplod Surat,Carpet Area,3200.0,Furnished,Ready to Move,Resale,East,Garden/Park,7746.0,50.9,5.0
4 BHK  House for Sale in Katargam Surat,Carpet Area,2600.0,Resale,Ready to Move,1 out of 1,Unfurnished,East,10000.0,50.9,1.0
5 BHK Villa for Sale in Ghod Dod Road Surat,Carpet Area,8500.0,Furnished,Ready to Move,New Property,5,Unknown,19444.0,50.9,5.0
5 BHK Villa for Sale in Adajan Surat,Carpet Area,1300.0,Unfurnished,Ready to Move,Resale,East,Main Road,6875.0,50.9,5.0
4 BHK Villa for Sale in Ghod Dod Road Surat,Carpet Area,8500.0,Furnished,Ready to Move,Resale,West,Garden/Park,19444.0,50.9,5.0
  Plot/Land for Sale in Dumas Road Surat,Plot Area,7650.0,1,Freehold,Resale,Unknown,20 m,3556.0,50.9,5.0
"4 BHK Apartment for Sale in DMD Signus, Vesu Surat",Super Area,3895.0,Unfurnished,Poss. by Dec '28,New Property,DMD Signus,4,4691.5,50.9,5.0
  Shop for Sale in Jahangirabad Surat,Super Area,5300.0,Resale,Ready to Move,4 out of 5,Unknown,Unknown,4691.5,50.9,4.0
"4 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",Super Area,3450.0,Unfurnished,Poss. by Dec '26,New Property,Sangini Epitome,4,4750.0,50.9,5.0
"5 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,5225.0,Unfurnished,Poss. by Jan '25,New Property,Surya Signature,5,7100.0,50.9,5.0
3 BHK Apartment for Sale in Vesu Surat,Super Area,2700.0,New Property,Poss. by Dec '27,5 out of 13,Unfurnished,East,6351.0,50.9,5.0
4 BHK Apartment for Sale in Pal Surat,Super Area,3770.0,New Property,Poss. by Apr '26,9 out of 20,Unfurnished,East,5850.0,50.9,9.0
3 BHK Apartment for Sale in Vesu Surat,Super Area,2550.0,New Property,Poss. by Dec '24,6 out of 12,Unfurnished,East,6500.0,50.9,6.0
4 BHK Apartment for Sale in Dumas Road Surat,Carpet Area,2034.0,New Property,Poss. by Aug '25,4 out of 10,Unfurnished,East,5000.0,50.9,4.0
5 BHK Apartment for Sale in Piplod Surat,Super Area,11.0,New Property,Poss. by Jan '26,4 out of 18,Unfurnished,East,12444.0,50.9,4.0
5 BHK Penthouse for Sale in Vesu Surat,Super Area,8000.0,New Property,Poss. by Apr '25,11 out of 12,Unfurnished,East,6301.0,50.9,11.0
  Office Space for Sale in Pal Surat,Carpet Area,2737.0,New Property,Ready to Move,9 out of 21,"2 Covered,",Unknown,4499.0,50.9,9.0
4 BHK Apartment for Sale in Pal Surat,Super Area,3751.0,New Property,Poss. by Dec '26,5 out of 13,Unfurnished,East,6500.0,50.9,5.0
"  Office Space for Sale in Vesu Point, Vesu Surat",Carpet Area,6300.0,Resale,Ready to Move,8 out of 10,Unknown,Unknown,7500.0,50.9,8.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3047.0,New Property,Poss. by Jul '24,9 out of 13,Unfurnished,East,6111.0,50.9,9.0
4 BHK Apartment for Sale in Pal Surat,Super Area,3250.0,New Property,Poss. by Aug '26,5 out of 13,Unfurnished,South -West,4677.0,50.9,5.0
4 BHK Apartment for Sale in Vesu Surat,Carpet Area,2681.0,Unfurnished,Poss. by Jun '25,New Property,East,Garden/Park,5700.0,50.9,5.0
"6 BHK Penthouse for Sale in Surya Signature, Vesu Surat",Super Area,5800.0,New Property,Poss. by Dec '25,5 out of 20,Unfurnished,North - East,9500.0,50.9,5.0
5 BHK Apartment for Sale in Piplod Surat,Super Area,5348.0,New Property,Ready to Move,7 out of 12,Unfurnished,East,8807.0,50.9,7.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,2915.0,New Property,Poss. by Mar '25,5 out of 13,Unfurnished,South -West,5454.0,50.9,5.0
  Showroom for Sale in parle point main road touch Surat,Super Area,6500.0,Resale,Ready to Move,Ground out of 2,Unknown,Unknown,23077.0,50.9,2.0
3 BHK Apartment for Sale in Vesu Surat,Super Area,2493.0,New Property,Poss. by Dec '25,8 out of 13,Unfurnished,East,6570.0,50.9,8.0
  Office Space for Sale in Vesu Surat,Carpet Area,1205.0,Resale,Ready to Move,2 out of 4,1 Open,Unknown,7000.0,50.9,2.0
  Plot/Land for Sale in Pal Surat,Plot Area,305.0,3,Freehold,Resale,Unknown,30 m,152459.0,50.9,5.0
4 BHK Apartment for Sale in Vesu Canal Road Surat,Carpet Area,1917.0,Resale,Ready to Move,5 out of 10,Unfurnished,East,6000.0,50.9,5.0
  Plot/Land for Sale in Piplod Surat,Plot Area,1800.0,3,Freehold,Resale,3,25 m,16111.0,50.9,5.0
4 BHK Apartment for Sale in Pal Surat,Super Area,3259.0,New Property,Poss. by Mar '25,6 out of 13,Unfurnished,East,4750.0,50.9,6.0
4 BHK Apartment for Sale in Pal Surat,Super Area,3800.0,New Property,Poss. by Oct '25,9 out of 12,Unfurnished,East,5105.0,50.9,9.0
  Plot/Land for Sale in Vesu Surat,Plot Area,1602.0,3,Freehold,Resale,Unknown,7 m,15000.0,50.9,5.0
  Plot/Land for Sale in Adajan Surat,Plot Area,5400.0,2,Co-operative Society,Resale,4,Yes,13889.0,50.9,5.0
5 BHK Villa for Sale in Jahangirabad Surat,Super Area,170.0,Unfurnished,Ready to Move,Resale,East,"Garden/Park, Main Road",10784.0,50.9,5.0
4 BHK  House for Sale in Adajan Surat,Super Area,200.0,Resale,Ready to Move,Ground out of 2,Semi-Furnished,East,12500.0,50.9,2.0
"4 BHK Apartment for Sale in Raghuvir Silverstone, Vesu Surat",Super Area,3636.0,New Property,Ready to Move,6 out of 10,Unfurnished,North - East,6491.0,50.9,6.0
8 BHK Villa for Sale in Kalpana soc Surat,Carpet Area,315.0,Furnished,Ready to Move,Resale,East,"Garden/Park, Main Road",13228.0,50.9,5.0
"6 BHK Penthouse for Sale in Gokul platinium, vesu, surat Surat",Super Area,6130.0,Resale,Ready to Move,11 out of 12,Unfurnished,6,4486.0,50.9,11.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3325.0,New Property,Poss. by Sep '25,8 out of 12,Unfurnished,East,6111.0,50.9,8.0
"5 BHK Apartment for Sale in Casa Rivera, Adajan Surat",Carpet Area,3500.0,Resale,Ready to Move,9 out of 25,Unfurnished,South -West,7433.0,50.9,9.0
"3 BHK Apartment for Sale in Vesu Point, Vesu Surat",Carpet Area,3000.0,New Property,Poss. by Jan '25,4 out of 9,Unfurnished,Vesu Point,4691.5,50.9,4.0
3 BHK Apartment for Sale in Vesu Surat,Super Area,2538.0,New Property,Poss. by Jan '27,5 out of 13,Unfurnished,East,6309.0,50.9,5.0
"4 BHK Apartment for Sale in Prestige manor, Pal Surat",Carpet Area,2000.0,Resale,Ready to Move,5 out of 12,Unfurnished,East,5491.0,50.9,5.0
"4 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",Super Area,3200.0,Resale,Ready to Move,5 out of 12,Unfurnished,East,5938.0,50.9,5.0
"3 BHK Apartment for Sale in Aarambh, Vesu Surat",Super Area,2705.0,New Property,Poss. by Jun '24,7 out of 12,Unfurnished,South -West,6026.0,50.9,7.0
  Plot/Land for Sale in Parley Point Surat,Plot Area,4581.0,Unknown,Freehold,Resale,Unknown,Unknown,13752.0,50.9,5.0
"4 BHK Apartment for Sale in DMD Signus, Vesu Surat",Super Area,3133.0,Unfurnished,Poss. by Dec '28,New Property,DMD Signus,4,4691.5,50.9,5.0
"4 BHK Penthouse for Sale in Sangini Epitome, Bhatha Surat",Super Area,4304.0,Unfurnished,Poss. by Dec '26,New Property,Sangini Epitome,1 Open,4750.0,50.9,5.0
"5 BHK Penthouse for Sale in Surya Signature, Vesu Surat",Super Area,8000.0,Unfurnished,Poss. by Jan '25,New Property,Surya Signature,1 Open,9000.0,50.9,5.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,5000.0,New Property,Poss. by Jun '27,5 out of 15,Unfurnished,East,7000.0,50.9,5.0
5 BHK Penthouse for Sale in Pal Surat,Super Area,6400.0,New Property,Poss. by Jun '26,18 out of 19,Unfurnished,East,6301.0,50.9,18.0
3 BHK Apartment for Sale in Vesu Surat,Super Area,2750.0,New Property,Poss. by Jan '25,5 out of 12,Unfurnished,South -West,6300.0,50.9,5.0
4 BHK Apartment for Sale in Dumas Road Surat,Carpet Area,2040.0,New Property,Poss. by Aug '25,3 out of 10,Unfurnished,East,5000.0,50.9,3.0
5 BHK  House for Sale in Pal Surat,Carpet Area,800.0,Resale,Ready to Move,Ground out of 2,Unfurnished,East,2716.0,50.9,2.0
